DisplayName,DisplayVersion,ProcessName,InstallDate,ContentType,PackageIdentifiers
Tableau Desktop,"""20262.26.0708.1337"" ",Installer,2026-08-19T13:10:32Z,,"[
 ""com.tableausoftware.FLEXNet.11.19.2"",
 ""com.tableausoftware.Desktop.app"",
 ""com.tableausoftware.extensions"",
 ""com.tableausoftware.networkExtensions""
]"
ChmodBPF," 1.2",Installer,2026-08-23T06:14:25Z,,"[
 ""org.wireshark.ChmodBPF.pkg""
]"
XProtectCloudKitUpdate," 5357",XProtectUpdateService,2026-08-26T12:51:56Z,,
XProtectPlistConfigData," 5356",softwareupdated,2026-08-26T15:25:04Z,config-data,"[
 ""com.apple.pkg.XProtectPlistConfigData_10_15.16U4444""
]"
XProtectPlistConfigData," 5357",softwareupdated,2026-08-27T19:40:28Z,config-data,"[
 ""com.apple.pkg.XProtectPlistConfigData_10_15.16U4445""
]"
macOS 26.6.2,26.6.2,softwareupdated,2026-08-27T19:48:14Z,,
RosettaUpdateAuto,,bootinstalld,2026-08-27T19:48:21Z,,"[
 ""com.apple.pkg.RosettaUpdateAuto""
]"
XProtectCloudKitUpdate," 5358",XProtectUpdateService,2026-09-02T04:22:47Z,,
XProtectPlistConfigData," 5358",softwareupdated,2026-09-06T13:14:37Z,config-data,"[
 ""com.apple.pkg.XProtectPlistConfigData_10_15.16U4447""
]"
Microsoft Teams,26225.1704.5081.2906,installer,2026-09-07T09:32:16Z,,"[
 ""com.microsoft.teams2"",
 ""com.microsoft.MSTeamsAudioDevice""
]"
Microsoft Teams,26225.1706.5101.3140,installer,2026-09-11T01:18:45Z,,"[
 ""com.microsoft.teams2"",
 ""com.microsoft.MSTeamsAudioDevice""
]"
Adobe Acrobat,,Installer,2026-09-11T11:32:55Z,,"[
 ""com.adobe.acrobat.DC.sca.entryPackage.application.1.pkg.MUI"",
 ""com.adobe.acrobat.DC.scamini.app.pkg.MUI"",
 ""com.adobe.acrobat.DC.sca.config.application.1.pkg.MUI"",
 ""com.adobe.acrobat.DC.scamini.appsupport.pkg.MUI"",
 ""com.adobe.AcroMiniServicesUpdater"",
 ""com.adobe.armdc.app.pkg"",
 ""com.adobe.acrobat.DC.sca.exitPackage.application.1.pkg.MUI""
]"
Tailscale,,installer,2026-09-11T16:47:41Z,,"[
 ""com.tailscale.ipn.macsys""
]"
Command Line Tools for Xcode 27.0," 27.0",softwareupdated,2026-09-12T04:42:03Z,,"[
 ""com.apple.pkg.CLTools_Executables"",
 ""com.apple.pkg.CLTools_SDK_macOS_NMOS"",
 ""com.apple.pkg.CLTools_SDK_macOS_LMOS"",
 ""com.apple.pkg.CLTools_macOS_SDK"",
 ""com.apple.pkg.CLTools_SwiftBackDeploy"",
 ""com.apple.pkg.CLTools_SDK_macOS14"",
 ""com.apple.pkg.CLTools_SDK_macOS13"",
 ""com.apple.pkg.CLTools_SDK_macOS12"",
 ""com.apple.pkg.CLTools_SDK_macOS110""
]"
